GPS纬度,GPS经度,谷歌地图纬度,谷歌地图经度,百度纬度,百度经度,地址,邮编,关键词
23.40841281,113.2127554,23.4058529045,113.2181305469,23.4115214101,113.2247050849,广东省广州市花都区公益大道23号,-,-
23.09187146,113.3378758,23.0892856658,113.3433153199,23.0949752211,113.3499107863,广东省广州市海珠区七星岗路,-,-
23.39484028,113.2214471,23.3922652168,113.2268061536,23.3979330249,113.2333633143,广东省广州市花都区曙光路,-,-
23.09537864,113.340586,23.0927979726,113.3460255199,23.0984845662,113.3526121954,广东省广州市海珠区,-,-
23.40649056,113.1696376,23.4040044986,113.1750824843,23.4102322671,113.181538774,广东省广州市花都区茶岭路,-,-
23.10022614,113.2726541,23.0975418502,113.2779809671,23.1038784941,113.2844265155,广东省广州市海珠区江南东路61号,-,-
23.11405394,113.2681623,23.1113747841,113.2734891671,23.1177083109,113.2799251556,广东省广州市海珠区草芳围74号,-,-
23.42604026,113.2057436,23.4234856637,113.2111187469,23.4291540461,113.2177066748,广东省广州市花都区,-,-
23.09144379,113.3619952,23.0888974739,113.3674722708,23.0948284555,113.374015978,广东省广州市海珠区,-,-
23.07250678,113.3232631,23.0698761816,113.3286597045,23.0756463567,113.3352469941,广东省广州市海珠区,-,-
23.09874703,113.3145001,23.0961120842,113.3198806113,23.1020282864,113.3264184252,广东省广州市海珠区新港中路373号,-,-
23.09223544,113.3618211,23.0896891239,113.3672981708,23.0956201055,113.373841878,广东省广州市海珠区,-,-
23.09225763,113.3092172,23.0896175533,113.3145977113,23.0955364602,113.3211443226,广东省广州市海珠区敦和正街1号,-,-
23.07813828,113.3563529,23.0755868394,113.3618299708,23.0815198491,113.3683792918,广东省广州市海珠区,-,-
23.07207495,113.3573906,23.0695183842,113.3628676708,23.0754526992,113.3694174753,广东省广州市海珠区,-,-
23.08686269,113.3324673,23.0842571567,113.3378853622,23.0899433721,113.3444830676,广东省广州市海珠区南华大街南1巷-11号,-,-
23.09349108,113.2792664,23.0908115252,113.2845986315,23.0971470963,113.2910585841,广东省广州市海珠区晓港中马路119号,-,-
23.08887865,113.3283798,23.0862731167,113.3337978622,23.0919593322,113.3403955676,广东省广州市海珠区新村直街78号,-,-
23.08690863,113.3432045,23.0843228358,113.3486440199,23.0900123911,113.3552394863,广东省广州市海珠区,-,-
23.08762923,113.3338413,23.0850236967,113.3392593622,23.0907099122,113.3458570675,广东省广州市海珠区石榴岗路10号,-,-
23.06884733,113.3226199,23.0662167316,113.3280165045,23.0719869067,113.3346037941,广东省广州市海珠区石榴岗大桥,-,-
23.01403653,113.3995947,23.0114936385,113.4051093217,23.0178209788,113.411530761,广东省广州市番禺区,-,-
23.08308279,113.3399863,23.0804968034,113.3454258199,23.0861834572,113.3520265915,广东省广州市海珠区新滘东路,-,-
23.0479764,113.2892933,23.0452911121,113.2946362604,23.0515360026,113.3011104664,广东省广州市番禺区五街,-,-
23.09231582,113.333797,23.0897102867,113.3392150622,23.0953965021,113.3458127676,广东省广州市海珠区岗园街89号,-,-
22.94104074,113.3643577,22.9384273674,113.369824042,22.9443613677,113.376371897,广东省广州市番禺区桥东路93号,-,-
23.09607127,113.321481,23.0934560618,113.3268776045,23.0992201645,113.3334501144,广东省广州市海珠区赤岗路38号,-,-
23.01919557,113.3252713,23.0165639949,113.3306839978,23.0222403009,113.3372518167,广东省广州市番禺区,-,-
22.8145924,113.4191078,22.8119666347,113.4246063285,22.8180469439,113.4310972506,广东省广州市番禺区,-,-
22.96639568,113.4186506,22.9638372177,113.4241598573,22.9699152635,113.4306556996,广东省广州市番禺区,-,-
22.9345908,113.4167995,22.9320118188,113.4223033929,22.9380924153,113.4287973486,广东省广州市番禺区金雁北街,-,-
22.99106044,113.4052447,22.9885122332,113.4107593217,22.9947451653,113.4172076695,广东省广州市番禺区北岗大道北,-,-
22.96178714,113.4420382,22.9592037909,113.4475206352,22.9649530586,113.4540847662,广东省广州市番禺区东约大街,-,-
22.88992793,113.4614475,22.8872789987,113.4668816555,22.8929358596,113.4734201549,广东省广州市番禺区励业路7,-,-
23.02170016,113.3574494,23.0191228956,113.3629211064,23.0250487883,113.3694354373,广东省广州市番禺区白庙坊右大街,-,-
22.8100654,113.4141599,22.8074445797,113.4196584285,22.8136803092,113.4261258469,广东省广州市番禺区江滘路3号,-,-
23.00743132,113.3201755,23.0047748613,113.3255667401,23.0105372836,113.3321163582,广东省广州市番禺区工业一路,-,-
22.94194927,113.3712035,22.9393507182,113.3766859352,22.9454599786,113.3831964248,广东省广州市番禺区德兴路20,-,-
22.94428352,113.4044932,22.9417146098,113.4100024573,22.9480446888,113.4164597835,广东省广州市番禺区傍雁路,-,-
22.96481939,113.3565805,22.9622162827,113.362046842,22.9681489918,113.368598722,广东省广州市番禺区汪波大街4号,-,-
22.9345908,113.4167995,22.9320118188,113.4223033929,22.9380924153,113.4287973486,广东省广州市番禺区金雁北街,-,-
22.98035071,113.3222749,22.9776837834,113.3276661401,22.9834479006,113.3342356492,广东省广州市番禺区,-,-
22.95705294,113.4238473,22.954489349,113.4293511929,22.9605694416,113.4358577427,广东省广州市番禺区碁龙西路5号,-,-
22.96859452,113.4081296,22.9660360577,113.4136388573,22.9722745193,113.4201106856,广东省广州市番禺区,-,-
22.95454492,113.3451482,22.9519218607,113.3505984487,22.9576995803,113.3571811326,广东省广州市番禺区榄山新村中心街,-,-
22.92265134,113.3754902,22.9200573455,113.3809833641,22.9263108193,113.3874441217,广东省广州市番禺区,-,-
22.94228167,113.3604421,22.9396682974,113.365908442,22.9456022977,113.372456297,广东省广州市番禺区大北路83号,-,-
22.95321398,113.3659058,22.9506205601,113.3713882352,22.9567295631,113.3779031839,广东省广州市番禺区迎富街80号-2楼,-,-
22.95435755,113.3680492,22.9517641301,113.3735316352,22.9578731331,113.3800465839,广东省广州市番禺区东环路393号之五号,-,-
22.9677616,113.4044377,22.9652031377,113.4099469573,22.9715347977,113.4164025665,广东省广州市番禺区东盛路3-3,-,-
22.95410901,113.358418,22.9515007704,113.363884342,22.9574347851,113.3704366785,广东省广州市番禺区白沙路82,-,-
22.94001202,113.360734,22.9373986474,113.366200342,22.9433326477,113.372748197,广东省广州市番禺区大北路21号,-,-
23.05399472,113.2699138,23.0512896871,113.2752353027,23.0576268291,113.2816874098,广东省广州市番禺区,-,-
22.94289179,113.3606862,22.9402784174,113.366152542,22.9462124177,113.372700397,广东省广州市番禺区环城中路117号,-,-
23.55528066,113.5988663,23.5525122186,113.6039678615,23.5584319772,113.6105106351,广东省广州市从化市河滨北路506号,-,-
22.94548161,113.4033092,22.9429178295,113.4088184573,22.9492479103,113.4152802147,广东省广州市番禺区傍雁路,-,-
22.96950879,113.3827743,22.9669355102,113.3882728285,22.9731927022,113.3947459931,广东省广州市番禺区,-,-
23.56341133,113.5803848,23.5606527233,113.5855078192,23.5663272038,113.5920945629,广东省广州市从化市,-,-
23.62547628,113.4313956,23.6230582609,113.4369370438,23.6289559181,113.4434462909,广东省广州市从化市,-,-
23.87839806,113.5397114,23.8756413089,113.544947072,23.8817158178,113.5514209052,广东省清远市佛冈县,-,-
23.72311773,113.739427,23.720504922,113.7446680364,23.7267544925,113.7511104034,广东省广州市从化市,-,-
23.56038693,113.6018782,23.5576184886,113.6069797615,23.5635382472,113.613522535,广东省广州市从化市河滨北路,-,-
23.54435986,113.5926833,23.5415959155,113.597790226,23.5473590085,113.6043606105,广东省广州市从化市河东南路54,-,-
23.54456994,113.5926934,23.5418059955,113.597800326,23.5475690885,113.6043707105,广东省广州市从化市河东南路54,-,-
23.55079636,113.5963006,23.5480277079,113.6014021615,23.5539481781,113.6079452999,广东省广州市从化市,-,-
23.81610767,113.9579294,23.8133496425,113.9629022155,23.8192781741,113.9694412335,广东省广州市从化市,-,-
23.54966086,113.5927756,23.5468971257,113.5978878904,23.5526605764,113.604457481,广东省广州市从化市河东北路48号,-,-
23.23158622,113.2643764,23.2289489013,113.2697086315,23.2351949276,113.2761577035,广东省广州市白云区尹边三街2,-,-
23.55654335,113.594664,23.5537798259,113.5997762904,23.5595425582,113.6063452593,广东省广州市从化市,-,-
23.55090902,113.602251,23.5481403679,113.6073525615,23.5540608381,113.6138956999,广东省广州市从化市河东北路238号,-,-
23.45165523,113.2845092,23.449076413,113.2898682536,23.4554142272,113.2963246938,广东省广州市花都区,-,-
23.21417689,113.2830531,23.2115441067,113.2883960604,23.2178795289,113.2948530439,广东省广州市白云区黄石北路,-,-
23.34332347,113.301253,23.3407523614,113.3066335113,23.346844428,113.313133049,广东省广州市白云区,-,-
23.55840651,113.5895144,23.5556429859,113.5946266904,23.5614057182,113.6011956593,广东省广州市从化市向阳大道138号,-,-
23.24103979,113.3111972,23.2384568906,113.3165884401,23.2443697846,113.3231069868,广东省广州市白云区,-,-
23.17268536,113.2829081,23.1700369937,113.2882456959,23.1763724054,113.2947007783,广东省广州市白云区,-,-
23.17916744,113.2579074,23.1765143401,113.2632342671,23.1827628733,113.2697081135,广东省广州市白云区,-,-
23.22905901,113.274368,23.2264266209,113.2797002315,23.2327587012,113.2861385954,广东省广州市白云区,-,-
23.19914624,113.2594586,23.1964984675,113.2647854671,23.2027495718,113.271263332,广东省广州市白云区金岭南街19号,-,-
23.21375407,113.2848136,23.2111212867,113.2901565604,23.2174567089,113.2966135439,广东省广州市白云区白云大道北283号,-,-
23.25396062,113.3157819,23.2513976297,113.3211892334,23.2571607421,113.3277395904,广东省广州市白云区老屋街五巷,-,-
23.21385224,113.250264,23.211209596,113.2555908671,23.2173051457,113.2620910515,广东省广州市白云区,-,-
23.21696173,113.2862596,23.2143439337,113.2916132892,23.2205875165,113.298083174,广东省广州市白云区乐居大街1号,-,-
23.29451408,113.3313063,23.2919814234,113.3367404555,23.2976662248,113.3433317004,广东省广州市白云区,-,-
23.24188766,113.2770715,23.2392653266,113.2824144604,23.2455949598,113.2888457574,广东省广州市白云区G106(京广线),-,-
23.24225952,113.3111664,23.2396766206,113.3165576401,23.2455895146,113.3230761868,广东省广州市白云区,-,-
23.18365032,113.2334603,23.181007083,113.2387978959,23.1867708107,113.2453623109,广东省广州市白云区石槎路388号,-,-
23.19907045,113.2387753,23.1964276082,113.2441075315,23.2023471474,113.2506450328,广东省广州市白云区,-,-
23.23709476,113.2837807,23.2344724266,113.2891236604,23.2408020597,113.2955549574,广东省广州市白云区康庄路,-,-
23.18718813,113.3366981,23.1846437124,113.3421429843,23.1903330613,113.3487475819,广东省广州市天河区中成路304号,-,-
23.22035048,113.249282,23.2177080338,113.2546088671,23.2238050116,113.2611005099,广东省广州市白云区,-,-
23.21844312,113.2333725,23.2158154637,113.2387100959,23.2215754116,113.2452645391,广东省广州市白云区大冈西街21号,-,-
23.21277909,113.2649338,23.210136446,113.2702606671,23.216384978,113.2767332059,广东省广州市白云区,-,-
23.22783298,113.3098073,23.2252449574,113.3151931757,23.2311613846,113.3217246061,广东省广州市白云区,-,-
23.17801596,113.2461178,23.1753628601,113.2514446671,23.1814586761,113.2579463886,广东省广州市白云区水边街18号-6,-,-
23.22050464,113.2826379,23.2178769837,113.2879808604,23.2242088879,113.2944290103,广东省广州市白云区解放庄路72,-,-
23.18623308,113.2363258,23.1835851095,113.2416526671,23.1895062194,113.248195962,广东省广州市白云区棠槎路,-,-
23.29451408,113.3313063,23.2919814234,113.3367404555,23.2976662248,113.3433317004,广东省广州市白云区,-,-
23.15898957,113.2276926,23.1563360737,113.2330248315,23.1620987298,113.2395750493,广东省广州市白云区鹅掌坦后街29号,-,-
23.21394862,113.281015,23.2113158367,113.2863579604,23.2176512589,113.2928149439,广东省广州市白云区黄石北路,-,-
23.17886838,113.2482347,23.1762152801,113.2535615671,23.1823110961,113.2600632886,广东省广州市白云区水边街233号,-,-
23.21872162,113.2323053,23.2160939637,113.2376428959,23.2218539116,113.2441973391,广东省广州市白云区大冈西街39号-之5,-,-
23.21794012,113.2368675,23.2153026038,113.2421997315,23.2212207273,113.2487231382,广东省广州市白云区大冈中街,-,-
23.29451408,113.3313063,23.2919814234,113.3367404555,23.2976662248,113.3433317004,广东省广州市白云区,-,-
23.23158622,113.2643764,23.2289489013,113.2697086315,23.2351949276,113.2761577035,广东省广州市白云区尹边三街2,-,-
23.23159701,113.283057,23.2289695505,113.2883999604,23.2353027166,113.2948388294,广东省广州市白云区康庄路,-,-
23.15334517,113.2396818,23.1506816105,113.2450086671,23.1565969043,113.2515177631,广东省广州市越秀区站西路1号,-,-
23.21271064,113.2644744,23.210067996,113.2698012671,23.216316528,113.2762738059,广东省广州市白云区,-,-
23.22137104,113.2360855,23.2187335238,113.2414177315,23.2246516473,113.2479411382,广东省广州市白云区大冈东街,-,-
23.17281527,113.3224149,23.1702260857,113.327816869,23.1759930194,113.3343938199,广东省广州市天河区沙太南路332号,-,-
23.20636522,113.3358956,23.2038261134,113.3413404843,23.2095156843,113.3479390211,广东省广州市白云区沙太北路848号,-,-
23.23637165,113.279566,23.2337493166,113.2849089604,23.2400789497,113.2913402574,广东省广州市白云区望岗上胜东街23号,-,-
23.19538681,113.2410703,23.1927439682,113.2464025315,23.1986635075,113.2529400328,广东省广州市白云区棠乐路163号,-,-
23.22620876,113.3095973,23.2236207374,113.3149831757,23.2295371646,113.3215146061,广东省广州市白云区,-,-
23.1570952,113.2297309,23.1544417037,113.2350631315,23.1602043598,113.2416133493,广东省广州市白云区鹅掌坦大街4号,-,-
23.161857,113.2676472,23.1591985715,113.2729794315,23.1655321298,113.2794180532,广东省广州市白云区广园中路335号,-,-
23.15645038,113.2549363,23.1537870193,113.2602578027,23.1598817594,113.2667453835,广东省广州市白云区祥元路22号,-,-
22.63899906,114.0675793,22.6363106162,114.0727023192,22.6420761566,114.0792477027,广东省深圳市龙岗区,-,-
22.51924352,113.9195281,22.516200896,113.9243828983,22.5219599373,113.9309238538,广东省深圳市南山区创业路133-2,-,-
22.67057736,113.8735894,22.6675776495,113.8785139358,22.6738972539,113.8849338552,广东省深圳市宝安区X253(洲石公路),-,-
22.58781321,113.9729021,22.5848563296,113.9778159069,22.5909610914,113.9843344714,广东省深圳市南山区留仙大道,-,-
22.57204653,114.1188134,22.56933493,114.1238864,22.5756959109,114.1303593311,广东省深圳市罗湖区文锦北路2088-28号,-,-
22.58243264,113.9591486,22.5794507784,113.9640409492,22.5853757793,113.9705913734,广东省深圳市南山区,-,-
22.68008861,113.8347861,22.6771584141,113.8398125597,22.6829081623,113.846352575,广东省深圳市宝安区,-,-
22.5635259,113.9893556,22.5606228703,113.9943123223,22.5669659922,114.0007626143,广东省深圳市南山区,-,-
23.01217957,113.3974048,23.0096366785,113.4029194217,23.0159640188,113.409340861,广东省广州市番禺区,-,-
22.6873087,113.9459597,22.6843242751,113.9508466848,22.690095101,113.9574150364,广东省深圳市宝安区,-,-
23.2177189,113.23556,23.2150813838,113.2408922315,23.2209995073,113.2474156382,广东省广州市白云区大冈中街,-,-
23.27373214,113.3010978,23.2711448935,113.3064729469,23.2772314632,113.3129583894,广东省广州市白云区,-,-
23.30080982,113.3621418,23.298336478,113.3676349641,23.3042703717,113.3741809253,广东省广州市白云区,-,-
23.26172271,113.2781659,23.2591056983,113.2835088604,23.2654356909,113.2899387852,广东省广州市白云区,-,-
22.54605355,114.0259737,22.5432642607,114.0310269818,22.5491884586,114.0375514456,广东省深圳市福田区红荔西路8021,-,-
23.14311721,113.2254512,23.1404583848,113.2307834315,23.1462153289,113.2373168027,广东省广州市荔湾区东风西路1号,-,-
23.3004295,113.3621215,23.297956158,113.3676146641,23.3038900517,113.3741606253,广东省广州市白云区,-,-
23.19924759,113.334818,23.1966885705,113.3402414266,23.2023729076,113.3468475354,广东省广州市白云区,-,-
23.09705081,113.6581524,23.09424316,113.6632646904,23.1003382673,113.6697636378,广东省东莞市东莞市,-,-
23.12928955,113.6604402,23.126492394,113.6655524904,23.1325846546,113.6720310682,广东省广州市增城市大敦大道,-,-
22.64153534,114.0719117,22.6388468962,114.0770347192,22.6446124365,114.0835801028,广东省深圳市龙岗区,-,-
23.03098143,113.3157936,23.0283352392,113.3211902045,23.0340975518,113.327743232,广东省广州市番禺区沿江东路112,-,-
22.97984508,113.3212453,22.9771781534,113.3266365401,22.9829422706,113.3332060491,广东省广州市番禺区市广路钟二路段47,-,-
23.13206675,113.2749836,23.1293978599,113.2803104671,23.1357267988,113.2867356814,广东省广州市越秀区东皋大道17号,-,-
23.12974908,113.2752038,23.1270851232,113.2805413959,23.1334152084,113.2869671072,广东省广州市越秀区中山三路88号,-,-
22.96267859,113.4455898,22.9600804223,113.4510507776,22.9657416184,113.4576316999,广东省广州市番禺区YM85,-,-
23.12858004,113.3011622,23.1259407497,113.306526618,23.1320281144,113.3130059424,广东省广州市越秀区共和二路13号,-,-
23.14246797,113.3005,23.1398338094,113.305864418,23.1459203545,113.3123458096,广东省广州市越秀区,-,-
23.18246071,113.3497966,23.1799308966,113.355262942,23.1857108469,113.3618418154,广东省广州市天河区天源路804,-,-
22.77665396,113.5933558,22.7736566604,113.5984144462,22.7794123273,113.6049477735,广东省广州市南沙区,-,-
22.64946304,113.6129849,22.6464282368,113.6180220885,22.6525170778,113.624495527,广东省广州市南沙区,-,-
23.13891176,113.3274613,23.1363269288,113.3328847266,23.1420068978,113.339450335,广东省广州市天河区天河中心天河东路83号,-,-
23.12382897,113.3298085,23.1212388197,113.3352265622,23.126916516,113.3417987535,广东省广州市天河区,-,-
22.80839337,113.5539168,22.8054659599,113.5590559125,22.8113659898,113.5655736142,广东省广州市南沙区,-,-
23.14416119,113.2937609,23.1415122306,113.2991092248,23.1477529477,113.3055586447,广东省广州市越秀区先烈中路118号,-,-
22.82771435,113.5218711,22.8248714225,113.527106772,22.8311902651,113.5335475335,广东省广州市南沙区东泽二路,-,-
23.13562043,113.3048107,23.1329862694,113.310175118,23.1390728145,113.3166565097,广东省广州市越秀区东发街,-,-
23.12742643,113.2581662,23.1247526066,113.2634877027,23.1309954395,113.2699289208,广东省广州市越秀区桂香街34号,-,-
23.446661,113.2201755,23.4440920259,113.225539918,23.4497665885,113.232119919,广东省广州市花都区Y716,-,-
23.08068204,113.2757904,23.0779973507,113.2811226315,23.0843352324,113.2875881739,广东省广州市海珠区燕子岗路68号,-,-
23.47430929,113.163008,23.4718489606,113.168474342,23.4781643478,113.1748976168,广东省广州市花都区振兴北路,-,-
23.12011401,113.253472,23.1174350536,113.2587935027,23.1235270155,113.2652657003,广东省广州市越秀区濠畔街180号-103,-,-
23.44184274,113.3286502,23.439342477,113.3340950843,23.4450268852,113.3406969663,广东省广州市花都区,-,-
23.37803295,113.2569259,23.3754330721,113.2622634959,23.3816791555,113.268706128,广东省广州市花都区,-,-
23.4422023,113.3300279,23.439702037,113.3354727843,23.4453864452,113.3420746663,广东省广州市花都区,-,-
23.40329889,113.2398514,23.4007092512,113.2451943604,23.4066249896,113.2517137152,广东省广州市花都区,-,-
23.43115969,113.4254505,23.4287429152,113.430981215,23.4346468647,113.4375181479,广东省广州市花都区,-,-
23.03030049,113.3145988,23.0276345513,113.3199739469,23.0335489886,113.3264976979,广东省广州市番禺区朝阳东路297号,-,-
22.97479086,113.3293635,22.9721385536,113.3347761978,22.9778200319,113.3413708169,广东省广州市番禺区市广路钟三路段12号,-,-
23.01335039,113.3953229,23.0108074985,113.4008375217,23.0171348388,113.407258961,广东省广州市番禺区X297(南村东线路),-,-
22.88992793,113.4614475,22.8872789987,113.4668816555,22.8929358596,113.4734201549,广东省广州市番禺区励业路7,-,-
22.84224477,113.3450767,22.8395750881,113.3505162199,22.8453543075,113.3571008564,广东省广州市番禺区,-,-
23.46444973,113.1728925,23.4619695299,113.1783427487,23.4681960645,113.1847921504,广东省广州市花都区,-,-
23.02768375,113.3178615,23.0250375592,113.3232581045,23.0307998718,113.329811132,广东省广州市番禺区大涌路249号,-,-
22.97556192,113.4972296,22.9728406666,113.5025457383,22.9790715869,113.5089850824,广东省广州市番禺区西门南路18,-,-
22.83996892,113.3498966,22.8372992381,113.3553361199,22.8430784575,113.3619207564,广东省广州市番禺区,-,-
22.91229115,113.3507636,22.9096475506,113.3562084843,22.9154225925,113.3627622844,广东省广州市番禺区G325(市良路),-,-
23.02749214,113.3208977,23.0248459492,113.3262943045,23.0306082618,113.332847332,广东省广州市番禺区大涌路275号之25,-,-
22.9505863,113.360999,22.9479780604,113.366465342,22.953912075,113.3730176785,广东省广州市番禺区一大街39号,-,-
22.97284334,113.3354088,22.9702058511,113.340837591,22.9758952445,113.3474353555,广东省广州市番禺区桥兴大道989号,-,-
22.96099325,113.4427752,22.9584099009,113.4482576352,22.9641591686,113.4548217662,广东省广州市番禺区富怡路,-,-
22.96283395,113.4063597,22.9602752985,113.4118689573,22.9665108609,113.4183464175,广东省广州市番禺区茶东路29号,-,-
22.95377413,113.4063406,22.9512103495,113.4118498573,22.957446971,113.4183278144,广东省广州市番禺区新环西路10号,-,-
23.54196985,113.5979552,23.5392009874,113.6030567615,23.5451210977,113.6095953428,广东省广州市从化市星科街12号,-,-
22.94294137,113.4065271,22.9403724598,113.4120363573,22.946609355,113.4185098737,广东省广州市番禺区,-,-
22.89445321,113.4096635,22.8918635837,113.4151673929,22.8980932964,113.4216079076,广东省广州市番禺区,-,-
23.01619601,113.3314991,23.0135644349,113.3369117978,23.0192407409,113.3434796167,广东省广州市番禺区番禺大道北,-,-
23.15655948,113.2149279,23.1539306447,113.2202869536,23.159596077,113.2268498951,广东省广州市白云区华糖街22号,-,-
22.9564903,113.3756996,22.9539118904,113.3811981285,22.9601711098,113.387676925,广东省广州市番禺区,-,-
23.55366671,113.5951132,23.5508980579,113.6002147615,23.5568185281,113.6067578999,广东省广州市从化市河滨北路368,-,-
23.29881375,113.3629421,23.296340408,113.3684352641,23.3022743017,113.3749812253,广东省广州市白云区,-,-
23.45457434,113.4983044,23.4520053659,113.5036473604,23.4582368647,113.5100997208,广东省广州市从化市创业路,-,-
23.2516148,113.2923559,23.2490074498,113.2977149536,23.2552457943,113.3041595073,广东省广州市白云区,-,-
23.28119075,113.2376396,23.2785741312,113.2429771959,23.2844893081,113.2494936908,广东省广州市白云区松岗街170号,-,-
23.5532428,113.5953837,23.5504741479,113.6004852615,23.5563946181,113.6070283999,广东省广州市从化市河滨北路,-,-
23.25840064,113.2999763,23.2558082709,113.3053514469,23.2618957291,113.3118302107,广东省广州市白云区,-,-
23.55380843,113.5953328,23.5510397779,113.6004343615,23.5569602481,113.6069774999,广东省广州市从化市河滨北路368,-,-
23.20717633,113.2643515,23.204533686,113.2696783671,23.210782218,113.2761509059,广东省广州市白云区景运街11号,-,-
23.22050464,113.2826379,23.2178769837,113.2879808604,23.2242088879,113.2944290103,广东省广州市白云区解放庄路72,-,-
23.21772876,113.273664,23.2150912438,113.2789962315,23.2214269865,113.2854441498,广东省广州市白云区细彭岭路,-,-
23.45803366,113.1869153,23.4555140913,113.1923279978,23.461413533,113.1988463467,广东省广州市花都区,-,-
23.3754398,113.2134638,23.3728793146,113.2188389469,23.3785382462,113.2253859393,广东省广州市花都区花城滨湖路1号,-,-
23.47484287,113.1908172,23.4723234921,113.1962298978,23.478221459,113.2027390187,广东省广州市花都区,-,-
23.47290189,113.1700943,23.4704218778,113.1755445487,23.4766469476,113.1819844233,广东省广州市花都区宝峰北路,-,-
23.46841629,113.1611801,23.4659559606,113.166646442,23.4722713478,113.1730697168,广东省广州市花都区阳光北路1,-,-
22.52619876,113.9892211,22.5232901441,113.9941724578,22.5296334253,114.0006098651,广东省深圳市福田区海园一路,-,-
22.55528126,114.1160913,22.55256846,114.1211633,22.5589275649,114.1276266344,广东省深圳市罗湖区人民北路3070号,-,-
22.72286461,114.2445007,22.7200391832,114.2493447695,22.7263744738,114.2557999843,广东省深圳市龙岗区行政路2号,-,-
22.56778253,114.1781275,22.56498513,114.1830685,22.5706748417,114.1896594851,广东省深圳市罗湖区仙桐路,-,-
22.56382444,113.9907634,22.5609214103,113.9957201223,22.5672645322,114.0021704144,广东省深圳市南山区,-,-
22.6315777,114.1233026,22.6289039151,114.128409526,22.635232566,114.1348374816,广东省深圳市龙岗区,-,-
22.68155741,113.9462038,22.6785727673,113.9510854204,22.6843393525,113.957648475,广东省深圳市宝安区塘坑路57号,-,-
22.54700517,114.1111563,22.54430567,114.1162493,22.5506568615,114.1226959555,广东省深圳市罗湖区永新街57号-2楼,-,-
22.54938063,114.0502177,22.5466408845,114.0553085327,22.5523220754,114.0618797866,广东省深圳市福田区福中一路3003号,-,-
22.5342988,114.0317449,22.5315091066,114.0367981818,22.5374309458,114.0433140199,广东省深圳市福田区,-,-
22.57872798,114.4936096,22.57587578,114.4983324,22.5821531797,114.5048244336,广东省深圳市龙岗区,-,-
22.64040872,114.043872,22.6376608625,114.0489521039,22.6434270367,114.0555027787,广东省深圳市宝安区水斗新围村二巷,-,-
22.73383221,113.8315273,22.7309179275,113.8365591241,22.7366678755,113.8431124175,广东省深圳市宝安区油厂路70号,-,-
22.78567173,113.9004089,22.7826795958,113.9052905204,22.7887662177,113.9117656331,广东省深圳市宝安区民生大道,-,-
22.77248305,113.853852,22.7695399418,113.8588301799,22.7756173766,113.865289533,广东省深圳市宝安区新岗路,-,-
22.74040934,113.7890795,22.7375595886,113.7942078836,22.7434656718,113.8007258315,广东省深圳市宝安区松福大道,-,-
22.6614933,114.0272899,22.6587210906,114.0323485462,22.6646431475,114.038868752,广东省深圳市宝安区和平路119,-,-
23.46633279,113.159492,23.4638724606,113.164958342,23.4701878478,113.1713816167,广东省广州市花都区,-,-
22.58197746,113.8879268,22.578941112,113.8928084204,22.5851831843,113.8992777342,广东省深圳市宝安区新安四路263-13,-,-
22.805179,113.5628515,22.8022318099,113.5679637904,22.8079813393,113.5745151863,广东省广州市南沙区,-,-
22.70528903,114.1403154,22.7026168039,114.1453901395,22.7087001414,114.1518901417,广东省东莞市东莞市,-,-
23.19096422,113.3331534,23.188400078,113.3385768266,23.1940860062,113.3451836617,广东省广州市白云区沙太北路34号,-,-
22.52394954,113.9434416,22.5209267379,113.9483071272,22.5266000953,113.9548677537,广东省深圳市南山区滨海大道辅路,-,-
23.09785202,113.3057915,23.0952170742,113.3111720113,23.1011332764,113.3177098252,广东省广州市海珠区景悦街8号,-,-
22.52712849,114.0539088,22.5243883476,114.0589996327,22.5300671466,114.0655621764,广东省深圳市福田区吉龙一村23号-1,-,-
22.54660305,114.1049551,22.54391805,114.1100701,22.5501701721,114.1165223614,广东省深圳市罗湖区解放路4008号,-,-
22.57517644,114.1449386,22.57243764,114.1499686,22.5785613874,114.1565010164,广东省深圳市罗湖区,-,-
22.5684784,113.9001112,22.565436878,113.9049820916,22.5715259853,113.9114732783,广东省深圳市宝安区兴华二路73-21,-,-
22.5382642,114.0658681,22.5355638939,114.0709857548,22.5413276626,114.0775270467,广东省深圳市福田区福华路310号,-,-
23.13875611,113.3288103,23.1361712788,113.3342337266,23.1418512478,113.340799335,广东省广州市天河区天河东路220号,-,-
23.14339098,113.6011789,23.1405397702,113.6062536395,23.1464483352,113.612758637,广东省广州市增城市,-,-
23.12003249,113.2890606,23.117378202,113.2944089248,23.1236166822,113.3008597314,广东省广州市越秀区合群二马路10号,-,-
23.13542532,113.3037677,23.1327911594,113.309132118,23.1388777045,113.3156135097,广东省广州市越秀区梅花路87号,-,-
23.16432044,113.2431433,23.1616620115,113.2484701671,23.1675778952,113.2549894226,广东省广州市越秀区前进北街69号,-,-
23.12585311,113.4120539,23.1233618187,113.4175792506,23.1295946654,113.4240143972,广东省广州市天河区黄村大道80号,-,-
23.1260612,113.3323389,23.123476176,113.3377623266,23.1291520102,113.3443260764,广东省广州市天河区金穗路711号,-,-
23.15263157,113.3319798,23.1500518642,113.3374032266,23.1557317562,113.3439758271,广东省广州市天河区东莞庄一横路116号,-,-
